participant_id,zone,zone_title,pod_id,pod_size,function,industry,ai_maturity,primary_next_activity,networking_opt_in,pod_common_ground,pod_complementarity,pod_useful_diversity,pod_session_continuity,pod_friction,pod_total_score,pod_rationale,pod_starter
23,C,The New Operating Model,C3,11,Operations,Professional Services,1,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
179,C,The New Operating Model,C3,11,Strategy,Industrial/Manufacturing,1,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
145,C,The New Operating Model,C3,11,Technology/Data,Industrial/Manufacturing,1,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
201,C,The New Operating Model,C3,11,Strategy,Professional Services,0,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
30,C,The New Operating Model,C3,11,Operations,Industrial/Manufacturing,2,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
154,C,The New Operating Model,C3,11,Strategy,Professional Services,0,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
182,C,The New Operating Model,C4,11,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
122,C,The New Operating Model,C4,11,Strategy,Professional Services,0,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
163,C,The New Operating Model,C4,11,Operations,Industrial/Manufacturing,2,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
138,C,The New Operating Model,C4,11,Marketing/Sales,Professional Services,0,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
33,C,The New Operating Model,C4,11,Strategy,Professional Services,1,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
92,C,The New Operating Model,C4,11,Strategy,Professional Services,0,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
167,C,The New Operating Model,C4,11,Strategy,Technology,0,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
105,C,The New Operating Model,C4,11,People/HR,Technology,1,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
112,C,The New Operating Model,C4,11,People/HR,Industrial/Manufacturing,0,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
115,C,The New Operating Model,C4,11,People/HR,Professional Services,0,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
180,C,The New Operating Model,C4,11,Operations,Industrial/Manufacturing,2,Future of Operations,True,0.377,0.608,0.693,1.0,0.0,2.11,"Este grupo compartilha interesse em redesenhar processos do zero e pessoas e talento. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: redesenhar processos do zero e pessoas e talento. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
22,C,The New Operating Model,C5,9,Strategy,Financial Services,2,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
187,C,The New Operating Model,C5,9,People/HR,Financial Services,1,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
73,C,The New Operating Model,C5,9,Technology/Data,Financial Services,1,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
84,C,The New Operating Model,C5,9,Operations,Technology,2,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
152,C,The New Operating Model,C5,9,Finance,Financial Services,2,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
204,C,The New Operating Model,C5,9,Risk/Legal,Financial Services,1,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
157,C,The New Operating Model,C5,9,People/HR,Financial Services,0,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
171,C,The New Operating Model,C5,9,Operations,Financial Services,2,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
67,C,The New Operating Model,C5,9,People/HR,Financial Services,0,Future of Financial Services,True,0.259,0.489,0.524,1.0,0.117,1.695,Este grupo compartilha interesse em pessoas e talento e redesenhar processos do zero. Vem de areas diferentes o suficiente para gerar perspectivas complementares. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.,Comecem por aqui: pessoas e talento e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
46,C,The New Operating Model,C6,8,Risk/Legal,Consumer/Retail,1,Reinvention of Commerce,True,0.342,0.584,0.589,1.0,0.05,1.954,"Este grupo compartilha interesse em operacoes e cadeia de valor e redesenhar processos do zero. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
205,C,The New Operating Model,C6,8,Strategy,Consumer/Retail,2,Reinvention of Commerce,True,0.342,0.584,0.589,1.0,0.05,1.954,"Este grupo compartilha interesse em operacoes e cadeia de valor e redesenhar processos do zero. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
153,C,The New Operating Model,C6,8,Operations,Consumer/Retail,1,Reinvention of Commerce,True,0.342,0.584,0.589,1.0,0.05,1.954,"Este grupo compartilha interesse em operacoes e cadeia de valor e redesenhar processos do zero. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
127,C,The New Operating Model,C6,8,People/HR,Technology,2,Reinvention of Commerce,True,0.342,0.584,0.589,1.0,0.05,1.954,"Este grupo compartilha interesse em operacoes e cadeia de valor e redesenhar processos do zero. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
137,C,The New Operating Model,C6,8,Strategy,Technology,2,Reinvention of Commerce,True,0.342,0.584,0.589,1.0,0.05,1.954,"Este grupo compartilha interesse em operacoes e cadeia de valor e redesenhar processos do zero. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
71,C,The New Operating Model,C6,8,Operations,Consumer/Retail,2,Reinvention of Commerce,True,0.342,0.584,0.589,1.0,0.05,1.954,"Este grupo compartilha interesse em operacoes e cadeia de valor e redesenhar processos do zero. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
62,C,The New Operating Model,C6,8,Strategy,Professional Services,1,Reinvention of Commerce,True,0.342,0.584,0.589,1.0,0.05,1.954,"Este grupo compartilha interesse em operacoes e cadeia de valor e redesenhar processos do zero. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
150,C,The New Operating Model,C6,8,Operations,Consumer/Retail,1,Reinvention of Commerce,True,0.342,0.584,0.589,1.0,0.05,1.954,"Este grupo compartilha interesse em operacoes e cadeia de valor e redesenhar processos do zero. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e redesenhar processos do zero. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
6,D,Open Networking,OPEN,21,Risk/Legal,Healthcare,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
16,D,Open Networking,OPEN,21,Risk/Legal,Financial Services,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
28,D,Open Networking,OPEN,21,Technology/Data,Financial Services,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
37,D,Open Networking,OPEN,21,People/HR,Healthcare,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
47,D,Open Networking,OPEN,21,People/HR,Industrial/Manufacturing,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
55,D,Open Networking,OPEN,21,Risk/Legal,Healthcare,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
68,D,Open Networking,OPEN,21,Marketing/Sales,Healthcare,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
74,D,Open Networking,OPEN,21,Risk/Legal,Healthcare,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
83,D,Open Networking,OPEN,21,People/HR,Consumer/Retail,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
96,D,Open Networking,OPEN,21,People/HR,Healthcare,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
104,D,Open Networking,OPEN,21,Marketing/Sales,Healthcare,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
118,D,Open Networking,OPEN,21,Marketing/Sales,Consumer/Retail,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
124,D,Open Networking,OPEN,21,Marketing/Sales,Consumer/Retail,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
133,D,Open Networking,OPEN,21,Operations,Healthcare,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
143,D,Open Networking,OPEN,21,People/HR,Industrial/Manufacturing,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
155,D,Open Networking,OPEN,21,Risk/Legal,Healthcare,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
169,D,Open Networking,OPEN,21,People/HR,Consumer/Retail,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
178,D,Open Networking,OPEN,21,People/HR,Healthcare,1,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
183,D,Open Networking,OPEN,21,Risk/Legal,Healthcare,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
197,D,Open Networking,OPEN,21,People/HR,Healthcare,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
206,D,Open Networking,OPEN,21,People/HR,Industrial/Manufacturing,0,Networking Lunch,False,0.343,0.536,0.545,1.0,0.08,1.865,,
